Week,Average
336,91.62399424072902
337,93.06731934127777
338,90.79086287849906
339,91.74864091740697
340,92.12728313505762
341,92.1070154164468
342,92.43169998950711
343,93.71837971316067
344,92.14884805717058
345,90.71619398540876
346,92.20736433049284
347,94.05318925064464
348,95.33211633274637
349,96.32606521906864
350,96.37106430017216
351,95.46105328176675
352,96.14675200374366
353,95.67930626049427
354,94.64529898989926
355,94.0359981424082
356,94.54440024946358
357,94.24716516693589
358,93.12779285579369
359,93.11445956805335
360,93.1578767392672
361,93.88914875601856
362,94.6636805860636
363,92.55354400001116
364,90.6202010409021
365,88.44750954587525
366,85.75883277015247
367,85.5030722396892
368,85.79661304354566
369,85.5788025223492
370,86.28925541595007
371,85.81313225041457
372,85.97747356720065
373,86.98889708068066
374,87.9211235453374
375,86.70172084097052
376,87.14665734015357
377,85.9411604165234
378,86.24213373518673
379,88.05256822104582
380,89.05784479436875
381,88.37102598580817
382,88.9860871650914
383,89.0350298460575
384,89.31808498160272
385,89.70507278933344
386,90.29829401378218
387,89.67174536249469
388,90.6951643322757
389,90.40899741708357
390,91.17377816032437
391,91.03002602978329
392,91.92190019180153
393,91.1797309257156
394,92.12638293969252
395,94.20201302936425
396,92.51861719361737
397,95.60685823043438
398,96.93196960145882
399,95.25741048036052
400,94.46863841373255
401,94.54314721712402
402,93.78411181612283
403,93.69509344573733
404,93.6225688784947
405,93.89140573626527
406,94.11244738436794
407,93.57162027618588
408,92.5647972537753
409,91.0794804639964
410,89.71822899198997
411,88.68508950848388
412,87.02198799824308
413,85.00875300762704
414,84.10986607821167
415,82.57768823422029
416,81.3288325450689
417,80.90326658087926
418,82.01497227566486
419,81.81025064055461
420,81.0170002287176
421,81.31900297643215
422,80.97382779167206
423,80.83507247924338
424,81.22618440214268
425,81.16029698495238
426,79.77355649777918
427,78.87861244908945
428,78.16555536293201
429,77.61773699252191
430,77.14009006089262
431,76.05972160192167
432,75.15143529676995
433,73.6368144246193
434,72.97600542933054
435,72.44927195613765
436,71.3727434358495
437,72.44865846921357
438,73.73358586495272
439,73.5739499075886
440,73.85033677587896
441,74.7395575636198
442,73.41083487565085
443,72.61309239559937
444,72.80747900141532
445,73.34000535800614
446,71.47478322417041
447,71.93716184109839
448,73.38304478076464
449,72.86038689456078
450,70.79981027923134
451,71.56053476407718
452,71.53946160019002
453,71.9166486740158
454,71.68088230487206
455,71.92116712538774
456,71.55582659482825
457,70.15266939128503
458,70.49475260230238
459,71.01145680444046
460,69.85876500766564
461,68.6724929070028
462,68.36564204133107
463,68.1247980155511
464,66.99242201724182
465,67.7321155553496
466,67.57702460530355
467,66.55696649872272
468,67.38241098669103
469,67.12261372754804
470,68.47415290529952
471,68.56062635853665
472,69.13020769790285
473,69.05434061735993
474,69.51020780062647
475,69.21347000180353
476,69.07339210340574
477,68.21305164206625
478,68.54595022358173
479,69.14269608517584
480,69.09815985133986
481,69.48762645336397
482,68.99601309614958
483,70.06315606449704
484,70.58554248139517
485,70.65663808580406
486,70.93161504224717
487,70.89746020468867
488,71.44258183478996
489,70.41775800310766
490,68.59385270490739
491,66.16270508088269
492,63.58630333550899
493,64.72587503147125
494,65.6853069853645
495,66.64200142202303
496,65.68804450260367
497,64.73682510042352
498,63.788343215482534
499,62.84259884778074
500,63.78560569824335
501,62.84533636501993
502,63.78286818100417
503,62.848073882259115
504,61.91601710075325
505,62.84533636501994
506,63.77191811204743
507,62.84807388225912
508,61.92696716971
509,61.008597974400054
510,60.0929662963293
511,59.18007213549773
512,58.269915491905344
513,57.36249636555215
514,56.45781475643814
515,57.35975884831297
516,58.25896542294861
517,59.155434480345065
