Week,Average
775,141.27247033708605
776,142.91914213552562
777,143.27224206658394
778,143.1047482872076
779,142.81620742842682
780,142.40492549945515
781,142.3890471301558
782,139.32790093453588
783,137.7539683152707
784,134.34970982004853
785,132.17894436453923
786,132.43858244106855
787,132.33416429159632
788,131.70443247587417
789,130.86011393363844
790,133.15340490300014
791,134.5677736829664
792,133.8237592243474
793,132.8267778023639
794,133.133991135031
795,135.25355309054584
796,136.8487955614222
797,139.41237068296869
798,139.01056250290475
799,140.22982389102322
800,138.59886869367142
801,139.10360086034032
802,138.30331500796152
803,139.6436163606307
804,138.62480713270944
805,140.60183531956298
806,137.7479936360305
807,134.54772331348326
808,131.5277883283377
809,130.6115922365869
810,130.6841258860007
811,129.74256314770005
812,128.97939832050687
813,131.01479252096487
814,134.12379271998282
815,130.92163369741698
816,132.7486059693943
817,135.22049517299672
818,135.63258012111984
819,137.4094177553207
820,137.82137419382087
821,136.81032306527996
822,136.4408770115924
823,137.0295755144481
824,137.75821619824595
825,138.21441541411738
826,138.50993778275324
827,136.72556612423347
828,135.2542188512667
829,137.80652541759588
830,137.27287342368473
831,136.76980586796915
832,134.92789035308314
833,133.66790236509107
834,136.6635371884109
835,138.04009431483456
836,136.92576629242325
837,137.01107320848325
838,138.3347671366254
839,141.03709068122166
840,139.36816133124194
841,137.32862294368053
842,140.4859936747619
843,138.17555423278296
844,136.22637717926125
845,136.6173574271383
846,136.04636641908587
847,137.13813043393526
848,137.29970932798292
849,136.290631996105
850,135.91047817128978
851,134.98124714955458
852,135.07498438500355
853,134.55444309172526
854,134.12997834491512
855,134.01979326947264
856,132.02983810195136
857,129.7044797050051
858,130.02071288696953
859,130.64662259818726
860,131.66845452806706
861,128.80244044702698
862,131.86465454826057
863,132.42311200846044
864,132.10297140804963
865,131.87550565296866
866,132.5778312135274
867,132.10751787264496
868,132.90483155245406
869,135.06785342871268
870,136.25688770120396
871,136.69870899280718
872,136.7867040060308
873,139.25008935772536
874,139.53998014607478
875,139.09794252557455
876,137.2031810884377
877,134.37051479364652
878,137.45912177465254
879,131.48333248466952
880,132.52444655269935
881,132.64379951173456
882,131.72664827902088
883,131.365436748789
884,132.43281441926186
885,132.58638735766135
886,132.47428833588174
887,131.4120522178131
888,133.64661140540258
889,131.53438431547738
890,131.25287554251977
891,131.8987445376865
892,131.8305153838307
893,130.80263763266743
894,129.90712211685846
895,128.81766082303227
896,128.19591617322638
897,127.73433480638721
898,128.24525908105315
899,129.30295338886998
900,129.24294141061745
901,128.90440089406306
902,127.01170677980596
903,124.16123221548324
904,126.63678624441536
905,127.50876866774263
906,128.43122863861282
907,127.44995891654133
908,127.27019579108185
909,128.86238293730852
910,129.31451740469632
911,130.9535315015768
912,132.67647695953036
913,131.68295330361076
914,132.08213385282667
915,133.64879214213153
916,131.20113273904718
917,134.05271958009828
918,133.42254752769944
919,135.96459866733846
920,137.71112762200272
921,135.53256073811417
922,137.51189040626716
923,137.73610351930864
924,138.17202840797296
925,138.5986414073695
926,136.25243010850724
927,139.24036614878284
928,142.29242092611554
929,138.56443010790045
930,139.38403006011512
931,139.25421811563405
932,141.72167366153658
933,140.4094824425731
934,140.24812922789198
935,139.85710550387145
936,139.27822096342118
937,139.6200496582756
938,141.33814297201369
939,139.76247110097503
940,140.2753782761527
941,141.62542288246175
942,141.88589454613316
943,141.34112994582233
944,143.86398319512364
945,145.24407308154895
946,146.76769658431937
947,149.78773522809894
948,147.58511875959664
949,143.80104697410923
950,141.89557365479345
951,140.34227357263447
952,138.08470149092878
953,142.50024788506965
954,137.2788840085363
955,133.4822900720415
956,131.14514210083735
957,133.95090550228068
958,136.222836621678
959,136.68816301501045
960,138.6246795080532
961,137.36338449836776
962,138.52289378709648
963,138.64492546829857
964,138.3724709357887
965,138.18297107570024
966,137.91979784735682
967,137.2868022853053
968,137.90721607351875
969,136.801984712772
970,135.91664291225544
971,136.79527402251824
972,136.00911879979896
973,136.05104230754975
974,133.98303223282682
975,130.36299944924463
976,133.21025177238266
977,135.35979713104604
978,133.16347294370814
979,137.4648734284627
980,133.95000150020624
981,137.60897296700702
982,140.09957045944864
983,142.2273299948638
984,139.83031832158582
985,137.95657403258974
986,140.37816047489005
987,136.7896449404641
988,133.8049920255284
989,130.66124497301513
990,127.29230019343841
991,124.81941391975764
992,127.96657635022991
993,131.14222761655802
994,132.7880575106086
995,130.31763599232733
996,127.37652055864103
997,129.03204249937238
998,129.85673363555742
999,131.0279514943839
1000,133.48024156891057
1001,135.53237507686956
1002,132.73669725190243
1003,133.23315428998103
1004,131.8845051250561
1005,130.3610138188157
1006,128.90662653438295
1007,129.9568390595033
1008,130.89417151641155
1009,129.613942519892
1010,130.6460881012227
1011,132.36924171561247
1012,131.52212508294818
1013,132.20813762780426
1014,132.5629166593029
1015,133.38264800131702
1016,133.79275985016045
1017,135.37838938372337
1018,136.43449797072404
1019,135.89994097489387
1020,135.9500445279212
1021,135.27312851532503
1022,134.19866596058566
1023,133.2653626016343
1024,135.49179391928962
1025,137.27791916065263
1026,138.16479741215235
1027,139.10488228876406
1028,140.4257340734255
1029,140.72766768532313
1030,140.02279794417095
1031,141.23663937688227
1032,139.61585275250508
1033,136.69125587964373
1034,140.11962474280637
1035,136.12423983177445
1036,132.42818829878456
1037,129.6886071827562
1038,127.87609487575935
1039,127.74994574797456
1040,126.71882318757103
1041,124.56289981754759
1042,123.12068676321651
1043,122.6669284865515
1044,123.22367040882533
1045,124.49973408897594
1046,123.10384184943092
1047,124.71714601238345
1048,122.70217333051102
1049,122.35829455116183
1050,121.93392271099434
1051,121.68939976505659
1052,120.8568377985005
1053,120.66776815113009
1054,120.7251171984368
1055,120.15109786875118
1056,119.93938679226825
1057,119.80278517088644
1058,121.1621048298833
1059,120.4267931206926
1060,119.94299857875848
1061,119.66832685954614
1062,119.39826901647436
1063,120.86667761961392
1064,122.03711574902826
1065,123.35975342011403
1066,122.36050111463751
1067,123.929532145429
1068,125.76872788456552
1069,127.1650662012184
1070,127.77386424779509
1071,126.78113828945624
1072,128.39503706933658
1073,127.62302304282247
1074,128.83105720561434
1075,130.39057487219833
1076,130.45332467822902
1077,129.88163002485157
1078,129.97260450072565
1079,130.63685100499072
1080,129.43760121010638
1081,129.9734870882587
1082,130.7066963943812
1083,130.43326673594973
1084,130.24264756600104
1085,130.13498684332484
1086,129.79314669127234
1087,129.16373834444397
1088,128.824057118969
1089,129.2951451348157
1090,128.02116311635
1091,128.6305639099835
1092,126.7821218569122
1093,128.98500027069417
1094,129.89508295178504
1095,130.67492430867912
1096,130.79928277967625
1097,131.6955077921524
1098,129.78542651881338
1099,132.2648752725503
1100,134.0193197964589
1101,136.13471372446185
1102,136.70417233661556
1103,137.04255241728856
1104,138.5619556815411
1105,139.27691904094138
1106,139.31569749306112
1107,140.84359600092995
1108,141.29370410990822
1109,141.69564856977047
1110,143.07993442169058
1111,145.33351093421163
1112,147.01474045440952
1113,146.80176654395657
1114,148.33920589564232
1115,147.27706314767164
1116,147.9321045436239
1117,145.3087845282193
1118,144.9592678948563
1119,146.02753624379295
1120,146.99695231759353
1121,146.094817798951
1122,146.4237588171004
1123,146.44048206222175
1124,146.50367185971248
1125,146.9240464939627
1126,147.83688835531316
1127,148.67940740956703
1128,150.3125068349177
1129,150.53587988387096
1130,151.0097686043784
1131,151.0688582222743
1132,151.47331250323828
1133,153.27139862099955
1134,153.89281903978713
1135,154.29004657370336
1136,154.73155436847355
1137,154.97856256909915
1138,156.3308291635035
1139,157.3956282807456
1140,158.3824001261258
1141,158.74419805372418
1142,159.64883632505297
1143,161.51230899343497
1144,162.37989313365807
1145,164.03732664901702
1146,164.9272328967294
1147,165.6027133367806
1148,167.09212420845938
1149,168.7243422947987
1150,170.32577263768778
1151,171.78542964976234
1152,173.29385493890817
1153,174.91387732853912
1154,175.4406029039331
1155,177.39638932924504
1156,179.3014071679159
1157,179.51526961893416
1158,180.42083599686435
1159,181.00539430652847
1160,181.11008293339935
1161,181.37210051853344
1162,181.70430521217733
1163,182.10669701433102
1164,182.57927592499448
1165,183.12204194416773
1166,183.7349950718508
1167,184.41813530804365
1168,185.1714626527463
1169,185.9949771059587
1170,186.88867866768092
1171,187.85256733791294
1172,188.88664311665474
1173,189.99090600390633
1174,191.16535599966772
1175,192.40999310393892
1176,193.7248173167199
1177,195.10982863801067
1178,196.56502706781123
1179,198.09041260612156
1180,199.6859852529417
1181,201.35174500827162
1182,203.08769187211135
1183,204.89382584446088
1184,206.77014692532018
